,Unnamed: 0,symbol,price,momentum_short,momentum_long,rsi,macd,volume_usd,volume_ratio,signal,signal_strength,signal_state,trend_score,confidence_score,composite_score,volume_composite_score,opportunity_score,timeframe,timestamp,bb_position,trend_strength,stoch_k,stoch_d,ichimoku_bullish,vwap_bullish,rsi_bearish_div,ema_5_13_bullish,ema_9_21_bullish,ema_50_200_bullish,poc_price,poc_distance,anchored_poc,fixed_poc,fib_direction,fib_nearest_r,fib_nearest_e,fib_confluence,entry_price,stop_loss,take_profit,risk_amount,reward_amount,risk_reward_ratio,stop_loss_pct,take_profit_pct,support_level,resistance_level,market_regime,regime_confidence,regime_trend_strength,regime_volatility,regime_suggested_threshold,combined_score,1w_return,consistent
10,3,KSM/USDT:USDT,16.053,0.0213781255964879,0.0936031064786429,54.365751973345006,0.0319578748426518,17734057.81304,0.7274025424555911,Weak Buy,83.5978937421326,Neutral,6.14,0.45,75.19,17.6,54.14,1w,2025-10-27 14:48:14.170424+00:00,0.7745603626857764,14.234317979785564,55.00770416024656,43.3036262089874,True,True,False,True,True,False,15.854500000000002,0.0125201047021349,15.854500000000002,15.83508163265306,bull,15.893024,18.880496,0,16.053,15.57141,16.40994597,0.48159,0.35694597,0.74,-3.0,2.22,14.54329199,16.49240801,bull,45.0,14.2,high,60,56.86728937421326,-34.79100479661123,1
11,97,API3/USDT:USDT,0.9547,-0.036435203875656,0.0983663138518178,43.8856683380287,-0.0163993724835385,11495859.194618002,0.6416287432438964,Weak Sell,21.180031375823077,MACD Bearish,3.07,0.354,57.52,3.32,79.57,1w,2025-10-27 14:49:45.498761+00:00,0.2199291871592292,25.861800733068247,20.8181449979749,13.194559793580694,False,False,False,False,False,True,1.3667938775510209,-0.3015040411868085,1.3667938775510209,0.8467428571428571,bull,0.882768,2.059264,0,0.9547,0.983341,0.91330199,0.028641,0.04139801,1.45,3.0,-4.34,0.9087582,1.1176518,bull,45.0,25.9,high,60,56.7810031375823,-27.86215565098984,1
12,67,ENA/USDT:USDT,0.71,-0.0885750962772786,0.047970479704797,49.804820891593856,-0.0080078779636961,14084730.2571725,0.6879101646241316,Sell,21.599606101815198,MACD Bearish,6.42,0.433,63.98,2.11,75.92,1w,2025-10-27 14:49:17.165777+00:00,0.4581802650584865,17.722917301285,29.879621668099745,28.28326237062644,True,True,False,False,True,True,0.3722918367346939,0.9071060118515756,0.3722918367346939,0.7378571428571428,bull,0.7171676,0.9841304,0,0.71,0.7313,0.65675,0.0213,0.05325,2.5,3.0,-7.5,0.61183354,0.82608646,bull,90.7,17.7,high,60,56.43146061018152,-29.408450704225352,1
13,73,TIA/USDT:USDT,1.7867,0.014363574429431,0.025895728066146,53.61979874668462,0.0098619342867887,3894868.939902,1.7828015606770509,Weak Buy,87.8045351768435,Lagging,2.97,0.227,55.97,47.75,52.47,1w,2025-10-27 14:49:23.253911+00:00,0.7489538267416462,16.97238288418593,62.07414829659319,47.5367401469606,False,False,False,True,True,False,1.7806153061224488,0.0034171861022589,1.7806153061224488,1.6172642857142858,bear,1.5018,1.7375322,20,1.7867,1.733099,1.87359766,0.053601,0.08689766,1.62,-3.0,4.86,1.49936728,1.88301272,bear,45.0,17.0,high,75,56.17045351768435,-41.7417585492808,1
14,34,DASH/USDT:USDT,24.02,-0.0255578093306287,0.0834460983310778,51.52353081140118,-0.1295886992735382,14545810.74865,0.2877037562647716,Weak Sell,15.520565036323088,MACD Bearish,5.98,0.43,62.98,14.9,72.48,1w,2025-10-27 14:48:40.025563+00:00,0.4905971716029648,12.236380352344554,44.055944055944,33.28296309368864,False,True,False,False,True,True,23.54795918367347,0.0200459331802226,23.54795918367347,23.62,bull,24.24648,27.20304,0,24.02,24.7406,22.67188173,0.7206,1.34811827,1.87,3.0,-5.61,22.5590863,25.5369137,bull,100.0,12.2,high,60,55.77205650363231,112.32306411323898,1
15,106,FORM/USDT:USDT,1.0778,-0.0427213784527931,-0.5963144687066931,41.07982368142682,0.0566312431923595,541242.015271,0.9992996987745414,Neutral,27.831562159617977,Neutral,2.98,0.616,61.91,3.81,73.48,1w,2025-10-27 14:49:57.673803+00:00,0.4742929898451875,24.724896198399527,58.31613702022288,48.36749667537949,False,False,False,False,False,False,1.3812530612244898,-0.219694037061881,1.3812530612244898,1.3916734693877553,bear,0.23,1.76946,0,1.0778,1.045466,1.110134,0.032334,0.032334,1.0,-3.0,3.0,0.7769736,1.4112364,bear,100.0,24.7,high,75,55.5721562159618,-34.496195954722594,1
16,81,ETHFI/USDT:USDT,1.6026,0.2245740047375257,0.4322995799445883,68.68637332517272,0.0363810470540481,2863385.1908809994,1.3149687314385383,Buy,86.8190523527024,MACD Bullish,8.45,0.754,91.46,12.83,43.95,1w,2025-10-27 14:49:32.360940+00:00,0.951869407368128,30.67316613096934,87.64176117411608,80.49896946639706,True,True,False,True,True,True,1.2294612244897958,0.3034977989363187,1.2294612244897958,1.5693,bull,1.6767,1.8876088,0,1.6026,1.554522,1.6299473,0.048078,0.0273473,0.57,-3.0,1.71,0.89977201,1.63813799,bull,100.0,30.7,high,60,55.44640523527025,-38.86808935479845,1
17,49,AAVE/USDT:USDT,306.1,0.0195516770475967,0.0609316511853599,49.28144211478581,-1.0384271831770708,611737574.9956,0.8762085622793451,Neutral,75.0,Moderate Uptrend,1.95,0.4,54.38,1.73,67.95,1w,2025-10-27 14:48:58.261251+00:00,0.4331248892784944,8.534691529839147,39.03832420852187,24.717341438982487,False,True,False,False,False,True,322.2617346938776,-0.0501509579138519,322.2617346938776,290.72642857142864,bull,298.79526,424.22296,0,306.1,296.917,315.283,9.183,9.183,1.0,-3.0,3.0,290.99327654,325.87172346,ranging,58.3,8.5,high,80,55.3295,-22.495916367200262,1
18,145,JTO/USDT:USDT,2.052,0.0839936608557845,0.2113341204250296,59.11931193726936,0.006720904179054,629591.245445,3.7018619055485145,Buy,90.3360452089527,Consistent Uptrend,6.9,0.622,69.92,52.14,41.9,1w,2025-10-27 14:50:40.223742+00:00,1.0591293237817343,11.259997984311688,72.87234042553195,35.69762424830786,False,True,False,True,True,False,1.9416530612244896,0.0568314396527259,1.9416530612244896,1.918724489795918,bull,2.023256,2.304688,0,2.052,1.99044,2.2059,0.06156,0.1539,2.5,-3.0,7.5,1.75128821,2.03521179,bull,82.9,11.3,high,60,55.28460452089527,-46.150097465886944,1
19,50,ACE/USDT:USDT,0.6135,0.0480013665869492,0.1369532987398074,55.27348811339052,0.0090609752064841,2009756.7777445,0.8196501473064253,Weak Buy,85.45304876032421,Consistent Uptrend,8.16,0.505,61.63,3.3,61.66,1w,2025-10-27 14:49:00.054158+00:00,0.6941556774484189,39.45610222146197,27.499462481186853,26.073245896939728,False,True,False,True,True,False,0.6538571428571428,-0.0617216517369454,0.6538571428571428,0.6286367346938776,bull,0.5849742,1.0772616,0,0.6135,0.595095,0.6595125,0.018405,0.0460125,2.5,-3.0,7.5,0.41964978,0.69891022,bull,45.0,39.5,high,60,55.27780487603242,-49.64955175224124,1
20,74,RESOLV/USDT:USDT,0.0587,-0.0329489291598021,-0.4544609665427509,32.22618876870291,0.0020857753086658,2152878.713631429,0.1468660757127559,Neutral,17.104288765433292,Neutral,5.0,0.403,58.41,3.32,76.5,1w,2025-10-27 14:49:24.563344+00:00,0.3521837119751433,52.60520551648457,27.155172413793107,35.322910578609,False,False,False,False,False,False,0.1484173469387755,-0.6044936713212191,0.1484173469387755,0.0753142857142857,bear,0.0193,0.0786246,0,0.0587,0.056939,0.060461,0.001761,0.001761,1.0,-3.0,3.0,0.04059241,0.09200759,bear,100.0,52.6,high,75,55.06092887654333,-0.170357751277688,1
21,78,MYX/USDT:USDT,2.79932,-0.0073333333333333,-0.805502152155108,38.0695719234336,0.1989570648509662,1764087.2190170456,0.2924501347500753,Neutral,34.614519909215005,Neutral,2.7,0.458,63.35,19.42,65.2,1w,2025-10-27 14:49:29.372541+00:00,0.3526845126969781,21.30320627807911,16.746445371753016,24.944254357684112,False,True,False,False,False,False,0.2195132653061224,11.752395606234574,0.2195132653061224,1.2712614285714283,bear,1.07064,1.070640000000001,0,2.79932,2.7153404,2.8832996,0.0839796,0.0839796,1.0,-3.0,3.0,1.77764675,4.67449425,bear,100.0,21.3,high,75,54.8119519909215,-1.144206450137883,1
22,71,ENS/USDT:USDT,24.269,0.0403377914951987,-0.0433977138352386,51.670817797877234,0.2279016768845079,12226110.11802,3.049988716980531,Weak Buy,40.0,Neutral,2.18,0.457,65.47,52.23,53.18,1w,2025-10-27 14:49:22.225356+00:00,0.8232977000106891,14.801857586596697,70.26785714285707,52.45039682539675,False,True,False,True,False,True,27.885663265306125,-0.1296961535717097,27.885663265306125,22.61818367346939,bear,21.5,25.574794,20,24.269,23.54093,24.74287626,0.72807,0.47387626,0.65,-3.0,1.95,21.48178768,24.86721232,bull,45.0,14.8,high,60,54.792,-33.96102023157113,1
23,109,OG/USDT:USDT,14.2309,-0.2069182670337386,-0.1197780719225107,36.79488937203661,-0.4446830993006533,839063.4190246916,0.7743231756008346,Strong Sell,7.0,MACD Bearish,6.7,0.745,72.2,4.19,70.2,1w,2025-10-27 14:49:59.763860+00:00,-0.0453767960395331,21.25486499787056,17.700234737876045,12.08487662650368,False,False,False,False,False,False,16.25089081632653,-0.1243003130817381,16.25089081632653,14.474024489795918,bear,13.1316,13.1316,0,14.2309,14.657827,13.1635825,0.426927,1.0673175,2.5,3.0,-7.5,14.45980714,19.50439286,bear,91.8,21.3,high,75,54.47850000000001,0.9549641976262883,1
24,2,SOL/USDT:USDT,244.843,0.0930051917556884,0.3386201730934299,68.738675441894,2.011673081144769,1756599060.56107,1.236383806341963,Buy,95.0,Consistent Uptrend,8.07,0.776,90.21,9.54,41.57,1w,2025-10-27 14:48:12.618884+00:00,0.9089761437431744,25.89975364844138,90.4008585567502,78.69261827708203,True,True,False,True,True,True,126.71197959183674,0.932279811180329,126.71197959183674,242.16238775510203,bull,249.673,275.214344,0,244.843,237.49771,249.53315778,7.34529,4.69015778,0.64,-3.0,1.92,185.48450675,250.78709325,bull,100.0,25.9,high,60,54.2685,-18.667064200324283,1
25,41,SUI/USD:SUI,2.6322,0.0176686642180552,-0.1735635792778649,43.68461046936601,0.0283896469531128,1244840.7913043955,0.0098886610677565,Neutral,23.41948234765564,Potential Reversal,3.44,0.352,61.09,3.61,71.94,1w,2025-10-27 14:48:46.084252+00:00,0.4591785374417867,30.55813454161805,51.16151202749145,43.574937389913,False,False,False,False,False,False,3.7536795918367343,-0.2987680659467199,3.7536795918367343,2.5447020408163263,bull,2.635356,4.600476,20,2.6322,2.553234,2.711166,0.078966,0.078966,1.0,-3.0,3.0,2.08260031,3.27951969,bear,100.0,30.6,high,75,54.125948234765566,0.0,1
26,52,ME/USDT:USDT,0.69,0.0014513788098693,-0.0142857142857143,49.25631428911236,0.0036712602227726,4664728.55329,1.223683832743513,Weak Buy,51.58932705841212,Lagging,2.39,0.099,44.52,11.25,71.39,1w,2025-10-27 14:49:00.509109+00:00,0.6392761937773953,17.418207599380022,51.21951219512188,40.65040650406504,False,False,False,True,False,False,0.938938775510204,-0.2651278038601983,0.938938775510204,0.7194285714285715,bear,0.643,0.643,0,0.69,0.6693,0.71128957,0.0207,0.02128957,1.03,-3.0,3.09,0.64593611,0.71486389,ranging,16.9,17.4,high,80,53.67143270584121,-20.724637681159408,1
27,83,ETH/USD:ETH,4585.65,0.054824707692803,0.062481753854281,57.38658497470022,6.376262118720092,18555924972.2454,1.9973463067254504,Weak Buy,100.0,Neutral,6.31,0.579,74.19,36.1,39.31,1w,2025-10-27 14:49:33.947475+00:00,0.808149445325095,16.341197725562097,65.96893225873418,56.95500902839378,False,True,False,True,True,True,2529.429489795918,0.8129186911511749,2529.429489795918,4781.782857142856,bull,4578.41528,5392.49544,20,4585.65,4448.0805,4664.96570651,137.5695,79.31570651,0.58,-3.0,1.73,4152.79425476,4688.40774524,bull,100.0,16.3,high,60,53.6175,-9.609324741312566,1
28,35,MANA/USDT:USDT,0.3497,0.09178894786138,0.2222998951415589,60.55949234826833,0.0029730720186614,567755.5680165,1.4711594531108607,Buy,85.14865360093307,Consistent Uptrend,7.19,0.555,61.79,24.26,51.69,1w,2025-10-27 14:48:40.230558+00:00,0.8272540338023646,27.41008729545049,57.69230769230768,52.45280546140145,False,True,False,True,True,True,0.2691285714285714,0.2993789479271726,0.2691285714285714,0.3295989795918367,bull,0.3415422,0.4251888,0,0.3497,0.339209,0.36403391,0.010491,0.01433391,1.37,-3.0,4.1,0.27229677,0.36586323,bull,100.0,27.4,high,60,53.44636536009331,-30.940806405490424,1
29,47,METIS/USDT:USDT,15.65,0.0044929396662387,-0.076151121605667,48.72635889399884,0.0577011017722708,27961473.7704,1.0777753421211855,Weak Buy,38.39211542237478,Neutral,2.0,0.292,55.37,7.39,69.0,1w,2025-10-27 14:48:57.299836+00:00,0.5926302367830455,12.476176745800457,55.12820512820517,37.749287749287774,False,False,False,False,False,False,13.015510204081632,0.2024115654791771,13.015510204081632,15.892040816326531,bull,15.70874,23.01952,20,15.65,15.1805,16.35720905,0.4695,0.70720905,1.51,-3.0,4.52,14.50159392,16.43940608,bear,100.0,12.5,high,75,53.29021154223748,-35.4632587859425,1
30,9,SOL/USD:SOL,245.1,0.0932886085661013,0.3415435139573071,68.58712132162785,1.9938537094700983,136903010.60590503,0.8646490097997528,Buy,90.0,Consistent Uptrend,8.77,0.872,89.93,1.97,42.27,1w,2025-10-27 14:48:18.727665+00:00,0.9107370221033806,34.660032737683444,91.18236472945893,78.90805457685563,True,True,False,True,True,True,192.2862755102041,0.2746619557202524,192.2862755102041,242.1520408163265,bull,249.5,274.997552,0,245.1,237.747,249.66975684,7.353,4.56975684,0.62,-3.0,1.86,185.67472127,250.92437873,bull,100.0,34.7,high,60,52.913,-18.36352509179926,1
31,30,CVX/USDT:USDT,3.559,0.0073591848287575,-0.1274822260357929,46.95400245333653,0.0181015404095146,671217.79374,1.4099072053733996,Weak Buy,38.5458921917182,Neutral,2.49,0.261,58.32,15.68,63.99,1w,2025-10-27 14:48:33.180355+00:00,0.5488667851094348,18.630759972368605,43.14049586776861,23.263934882560136,False,True,False,False,False,True,2.8437448979591835,0.2515187288965758,2.8437448979591835,4.008551020408163,bear,3.281,3.281,0,3.559,3.45223,3.74788413,0.10677,0.18888413,1.77,-3.0,5.31,3.30628228,3.76671772,bear,45.0,18.6,high,75,52.78158921917182,-34.19499859511099,1
32,132,HYPE/USDT:USDT,57.73,0.0415877311682453,0.3323332564043388,68.59145400078746,0.5267747943586869,110588035.48937,0.9603737024685576,Weak Buy,90.0,Consistent Uptrend,8.39,0.785,89.17,3.28,41.89,1w,2025-10-27 14:50:29.057365+00:00,0.8944121559832101,29.922093940446555,98.07932886893808,83.68544070004735,True,True,False,True,True,True,13.66,3.2262079062957536,13.66,53.32540816326531,bull,57.991,64.103112,20,57.73,55.9981,59.5215599,1.7319,1.7915599,1.03,-3.0,3.1,40.02043678,59.82066322,bull,100.0,29.9,high,60,52.7295,-18.76147583578728,1
33,87,TREE/USDT:USDT,0.17796,-0.0239139973672664,-0.3348035734310171,41.60810712286207,0.0065497427322399,2967616.9058635165,0.174324950441142,Neutral,22.327487136612,Neutral,2.84,0.299,51.19,3.0,74.34,1w,2025-10-27 14:49:36.715764+00:00,0.4836563649447493,23.032836028059304,31.555686505598125,40.515943167681534,False,False,False,False,False,False,0.3268064285714285,-0.4554574682697708,0.3268064285714285,0.2679298979591837,bear,0.08425,0.20431642,0,0.17796,0.1726212,0.1832988,0.0053388,0.0053388,1.0,-3.0,3.0,0.1292796,0.2299304,bear,100.0,23.0,high,75,52.650248713661206,0.0,1
34,136,CATI/USDT:USDT,0.09087,0.005532809560695,0.0229652144545762,49.82617411286754,-6.800277339707284e-05,1322758.69603615,0.6261670515343365,Neutral,69.01201664931327,Neutral,2.28,0.139,39.73,18.91,65.78,1w,2025-10-27 14:50:32.108171+00:00,0.4827354091131826,16.036709441141674,54.3322475570033,42.0629750271444,False,False,False,False,False,False,0.089954081632653,0.0101820656797686,0.089954081632653,0.0985191836734693,bull,0.09432506,0.13422376,0,0.09087,0.0881439,0.0935961,0.0027261,0.0027261,1.0,-3.0,3.0,0.07912638,0.10345362,bear,93.0,16.0,high,75,52.56020166493133,-5.447342357213612,1
35,4,SNX/USDT:USDT,0.6983,0.0035929864903709,0.0521319873436794,52.18367343526557,-0.0010866195503506,1995724.8958225,0.6057256582743357,Neutral,70.53865551285345,Neutral,4.1,0.206,45.47,11.95,64.6,1w,2025-10-27 14:48:16.054381+00:00,0.6657908942051154,10.271594226488585,58.716577540107,40.78431372549024,False,False,False,True,True,False,0.7173469387755101,-0.0265519203413939,0.7173469387755101,0.71635,bull,0.6997338,0.8659152,20,0.6983,0.677351,0.719249,0.020949,0.020949,1.0,-3.0,3.0,0.64613415,0.72448585,ranging,49.3,10.3,high,80,52.51386555128534,64.4278963196334,1
36,85,ALPINE/USDT:USDT,0.8248,-0.0591992699897343,-0.8680510006559056,38.004606507361046,0.04661356560805,1657437.7978563216,0.1405234110447849,Neutral,19.330678280402505,Neutral,3.84,0.551,65.68,4.2,66.34,1w,2025-10-27 14:49:35.382267+00:00,0.3203989482706092,35.45721596759709,17.193308550185865,22.65592730276745,False,False,False,False,False,False,1.7887479591836737,-0.538895350926683,1.7887479591836737,1.7606214285714286,bear,0.3522,0.3521999999999998,0,0.8248,0.800056,0.849544,0.024744,0.024744,1.0,-3.0,3.0,0.60801463,1.28462537,bear,100.0,35.5,high,75,52.15306782804026,-0.09699321047526951,1
37,138,IMX/USDT:USDT,0.7523,0.3581873984473733,0.3494170403587444,73.22789574654429,0.0207863404385677,1167415.8754015,1.8702617826638868,Buy,76.03931702192838,MACD Bullish,7.92,0.758,97.13,31.77,30.92,1w,2025-10-27 14:50:34.448654+00:00,1.097069548827702,24.02104960331289,93.32365747460084,81.59245513059882,True,True,False,True,True,False,0.5608979591836735,0.3412421772667733,0.5608979591836735,0.7526999999999999,bull,0.7707,0.8521096000000001,0,0.7523,0.729731,0.8087225,0.022569,0.0564225,2.5,-3.0,7.5,0.42081964,0.72297036,bull,100.0,24.0,high,60,52.111931702192834,-28.751827728299872,1
38,118,FXS/USDT:USDT,2.734,-0.0640191715166038,-0.0047324353840553,47.56149954660598,-0.0058509010509598,3019007.057145,0.8758815477118747,Sell,37.341237255424346,MACD Bearish,3.96,0.342,48.93,2.4,71.46,1w,2025-10-27 14:50:06.099760+00:00,0.4704129470650332,15.356909603118188,28.02101576182138,27.72743536146736,False,False,False,False,False,True,3.539948979591837,-0.2276724846143868,3.539948979591837,2.59484693877551,bear,2.474,2.474,0,2.734,2.81602,2.52895,0.08202,0.20505,2.5,3.0,-7.5,2.44622297,3.05797703,bear,45.0,15.4,high,75,52.05662372554243,-46.85442574981711,1
39,15,ORDI/USDT:USDT,10.4076,0.1016247684572639,0.1678055677113137,59.54352977590562,0.1129896764825146,19497093.975373,1.5787475797995034,Buy,95.64948382412574,MACD Bullish,6.45,0.706,83.12,21.34,36.95,1w,2025-10-27 14:48:24.480459+00:00,0.93042376405159,18.12280809472029,86.11037527593818,65.12780089343731,True,True,False,True,True,False,9.237488775510204,0.1266698399235855,9.237488775510204,10.315886734693876,bear,12.0955,10.9978984,0,10.4076,10.095372,10.53488474,0.312228,0.12728474,0.41,-3.0,1.22,7.99751614,10.58782386,bull,100.0,18.1,high,60,52.02094838241258,-48.70383181521196,1
40,77,TON/USDT:USDT,3.1302,-0.0129911080280004,-0.0592937640871525,45.01316595313929,0.008654972194393,4233577.387064001,1.151593136666315,Neutral,27.441640581719245,Neutral,1.87,0.173,49.57,20.92,67.37,1w,2025-10-27 14:49:28.303825+00:00,0.4517955328051294,10.93258872762521,49.1992551210428,55.53072625698323,False,False,False,False,False,False,3.184927551020408,-0.0171832954262567,3.184927551020408,3.1982959183673465,bear,2.9981,2.9981,0,3.1302,3.036294,3.224106,0.093906,0.093906,1.0,-3.0,3.0,3.04523844,3.23329156,ranging,60.0,10.9,medium,80,51.95966405817192,-29.298447383553768,1
41,110,AUCTION/USDT:USDT,9.762,-0.0027581979773213,-0.0123431808984216,49.39087747341953,0.0155041087642406,16637999.583645,1.0018685454680267,Neutral,46.84541701167984,Lagging,2.15,0.119,51.35,22.45,61.65,1w,2025-10-27 14:50:00.705495+00:00,0.5951293500298682,14.321707603404988,50.30156815440294,44.93450045726015,False,False,False,False,False,False,9.659418367346936,0.0106198560567408,9.659418367346936,9.774897959183672,bear,8.771,10.223364,20,9.762,9.46914,10.05486,0.29286,0.29286,1.0,-3.0,3.0,9.36536951,10.03183049,ranging,40.8,14.3,high,80,51.71454170116799,-27.699241958615044,1
